manager_model,method,run_id,query_id,history_name,num_required_gold,num_retrieved_gold,any_gold_retrieved,all_gold_retrieved,gold_recall,memory_context_tokens,confounder_tokens,mixed_or_unattributed_tokens,confounder_token_share,retrieved_entry_count,confusion_type,is_mixed_fused,evidence_has_gold_primary_missed
gemma4-e4b,add_all,0,012957f8-a39d-4587-8336-1abc8ac39728,352ab8bd,1,1,True,True,1.0,198,117,0,0.5909090909090909,3,type_i,False,False
gemma4-e4b,add_all,0,6acdd080-904b-4370-8cf6-72de9ef6c1a6,35a27287,2,0,False,False,0.0,230,230,0,1.0,5,type_i,False,False
gemma4-e4b,add_all,0,8f6656c6-d5f0-4868-8caf-4f4ae382a593,36580ce8,1,0,False,False,0.0,228,228,0,1.0,5,type_i,False,False
gemma4-e4b,add_all,0,5b775ff5-cfea-4383-8881-b0a380e5fa65,36b9f61e,3,0,False,False,0.0,235,235,0,1.0,5,type_i,False,False
gemma4-e4b,add_all,0,1d5d93a4-acf6-4dd4-b03e-b2789c75dadc,370a8ff4,2,1,True,False,0.5,242,191,0,0.7892561983471075,5,type_i,False,False
gemma4-e4b,add_all,0,d3fbdd24-c489-430e-82fc-fca3d1931e48,37d43f65,1,1,True,True,1.0,243,183,0,0.7530864197530864,5,type_i,False,False
gemma4-e4b,add_all,0,3b51f5fe-4fa8-4e48-8af0-b601f6774b02,37f165cf,2,2,True,True,1.0,251,151,0,0.601593625498008,5,type_i,False,False
gemma4-e4b,add_all,0,26568ecd-db01-444a-8d13-789ea19d879a,38146c39,2,0,False,False,0.0,255,201,0,0.788235294117647,5,type_i,False,False
gemma4-e4b,add_all,0,3fcbf430-de97-4116-aa4a-9023e5e5d802,3a704032,3,0,False,False,0.0,240,240,0,1.0,5,type_i,False,False
gemma4-e4b,add_all,0,3c476f27-d02b-44d4-a8a0-524eb230965b,3b6f954b,1,0,False,False,0.0,216,216,0,1.0,5,type_i,False,False
gemma4-e4b,add_all,0,2e02fd7a-02d2-4a57-b9e6-a3d58304ff6c,3ba21379,1,0,False,False,0.0,218,170,0,0.7798165137614679,5,type_ii,False,False
gemma4-e4b,add_all,0,f0002fca-026c-4600-bd05-aea4f66d52d6,3c1045c8,2,0,False,False,0.0,228,228,0,1.0,5,type_i,False,False
gemma4-e4b,add_all,0,cbbdccf5-c945-4f51-8fcb-ccd8dcee6c1c,3d86fd0a,1,1,True,True,1.0,218,174,0,0.7981651376146789,5,type_i,False,False
gemma4-e4b,add_all,0,984835ba-8e13-45b7-8b72-7a16f327e57f,3e321797,1,0,False,False,0.0,231,231,0,1.0,4,type_i,False,False
gemma4-e4b,add_all,0,f441ba43-27a2-40ed-ae56-30d5497b9911,3f1e9474,1,0,False,False,0.0,232,232,0,1.0,5,type_i,False,False
gemma4-e4b,add_all,0,1dfce634-7cff-4f81-812a-8292002ea8dc,3fdac837,2,0,False,False,0.0,230,230,0,1.0,5,type_i,False,False
gemma4-e4b,add_all,0,2e03269f-3336-4882-9298-3de60d7645a7,3fe836c9,2,0,False,False,0.0,237,237,0,1.0,5,type_i,False,False
gemma4-e4b,add_all,0,aefc99d7-c65b-4db2-88ac-7cfe3647ac49,4100d0a0,1,0,False,False,0.0,221,221,0,1.0,5,type_i,False,False
gemma4-e4b,add_all,0,7e92cd56-3ea3-42fc-8015-cee4038bb8c9,41275add,1,1,True,True,1.0,222,133,0,0.5990990990990991,4,type_i,False,False
gemma4-e4b,add_all,0,2ad06b43-bfd1-4de8-ad97-da69d337531b,41698283,2,0,False,False,0.0,238,238,0,1.0,5,type_ii,False,False
gemma4-e4b,add_all,0,33e1700d-2a86-4aad-bfa2-ee42dbdb4992,42ec0761,2,1,True,False,0.5,209,101,0,0.48325358851674644,4,type_ii,False,False
gemma4-e4b,add_all,0,f765a641-2ad0-4520-a25f-52cc75254acf,4388e9dd,1,0,False,False,0.0,246,246,0,1.0,5,type_i,False,False
gemma4-e4b,add_all,0,7c62667c-5d55-4ef9-bbb1-e7e03715e014,45dc21b6,2,0,False,False,0.0,215,215,0,1.0,5,type_ii,False,False
gemma4-e4b,add_all,0,15a9a790-b32a-46d6-9333-7883639ee829,46a3abf7,3,0,False,False,0.0,227,227,0,1.0,5,type_i,False,False
gemma4-e4b,add_all,0,0e46a545-f00b-45e3-be21-d0b1431ee99a,488d3006,1,0,False,False,0.0,239,239,0,1.0,4,type_i,False,False
gemma4-e4b,add_all,0,7ba6b87e-2fd0-45c8-8005-645e32866cff,4adc0475,2,2,True,True,1.0,248,130,0,0.5241935483870968,5,type_i,False,False
gemma4-e4b,add_all,0,0c276f8f-2776-4e77-a523-a12f03c308d5,4b24c848,2,0,False,False,0.0,252,252,0,1.0,6,type_ii,False,False
gemma4-e4b,add_all,0,94c56b84-68e4-4b1a-b7fb-f107aa139445,4baee567,1,1,True,True,1.0,223,168,0,0.7533632286995515,4,type_i,False,False
gemma4-e4b,add_all,0,298544a4-0ea0-492c-914e-f7d028bc6c3b,4bc144e2,2,1,True,False,0.5,215,167,0,0.7767441860465116,5,type_i,False,False
gemma4-e4b,add_all,0,1640bd89-a15f-47fe-8db6-74fb4cca0f8c,4c36ccef,1,0,False,False,0.0,243,243,0,1.0,5,type_i,False,False
gemma4-e4b,add_all,0,8ebd893e-c964-4c06-be0a-f9b42a279bac,4d6b87c8,2,0,False,False,0.0,225,180,0,0.8,5,type_ii,False,False
gemma4-e4b,add_all,0,6c218815-2d9f-47c6-be50-317d0af8e9d3,4dfccbf7,2,0,False,False,0.0,222,222,0,1.0,5,type_i,False,False
gemma4-e4b,add_all,0,e9bc19af-a2be-4601-b2f0-9338e65a0950,4dfccbf8,1,0,False,False,0.0,217,217,0,1.0,5,type_i,False,False
gemma4-e4b,add_all,0,01102572-62ca-48c5-aab8-eb3a47873102,4f54b7c9,5,0,False,False,0.0,227,227,0,1.0,5,type_i,False,False
gemma4-e4b,add_all,0,e7a140ab-62ae-4b47-8ce6-9173d5cf0830,4fd1909e,1,0,False,False,0.0,230,230,0,1.0,5,type_i,False,False
gemma4-e4b,add_all,0,38444c16-4188-4978-ae06-f769ae32894c,5025383b,2,0,False,False,0.0,231,231,0,1.0,5,type_i,False,False
gemma4-e4b,add_all,0,510769bd-acad-41e6-8c04-b5af20445be3,505af2f5,3,1,True,False,0.3333333333333333,247,184,0,0.7449392712550608,5,type_i,False,False
gemma4-e4b,add_all,0,73bfbcce-f6a2-41a2-ad14-24427ad73f84,50635ada,1,0,False,False,0.0,217,217,0,1.0,5,type_ii,False,False
gemma4-e4b,add_all,0,6af45888-bd4e-4d27-9140-ccb3348b0bb3,51a45a95,1,1,True,True,1.0,227,163,0,0.7180616740088106,5,type_i,False,False
gemma4-e4b,add_all,0,d993596c-63e3-48eb-987e-5cab195cb2cd,51b23612,1,1,True,True,1.0,252,191,0,0.7579365079365079,5,type_i,False,False
gemma4-e4b,add_all,0,11a41d78-038d-44b0-8758-a1c22707b700,51c32626,1,1,True,True,1.0,253,195,0,0.7707509881422925,5,type_i,False,False
gemma4-e4b,add_all,0,a717623e-87bf-421d-92c5-318c8ef4f09b,54026fce,1,0,False,False,0.0,224,224,0,1.0,5,type_i,False,False
gemma4-e4b,add_all,0,9c3b436a-77cc-419f-aea4-f49ccdd15512,545bd2b5,1,1,True,True,1.0,234,170,0,0.7264957264957265,4,type_i,False,False
gemma4-e4b,add_all,0,32caad0b-e142-4a5c-adde-e2eee7059780,55241a1f,2,0,False,False,0.0,230,230,0,1.0,5,type_i,False,False
gemma4-e4b,add_all,0,10b537c2-d971-488b-89e1-5ed767a4d1ef,561fabcd,1,1,True,True,1.0,240,193,0,0.8041666666666667,5,type_i,False,False
gemma4-e4b,add_all,0,805036de-43a6-48f9-83b1-a11853d8f214,577d4d32,1,0,False,False,0.0,240,240,0,1.0,5,type_i,False,False
gemma4-e4b,add_all,0,2697184d-c9cb-4f19-af36-34ccabe59727,57f827a0,1,0,False,False,0.0,224,224,0,1.0,4,type_i,False,False
gemma4-e4b,add_all,0,5bdffece-92a1-4694-a9c1-ca63bc0dbdf7,5809eb10,1,0,False,False,0.0,217,217,0,1.0,4,type_i,False,False
gemma4-e4b,add_all,0,7013ca18-4b8b-4e79-a9b7-34abc3631412,5831f84d,2,0,False,False,0.0,237,237,0,1.0,5,type_ii,False,False
gemma4-e4b,add_all,0,d8644e28-2b05-4201-a9b5-330b9d95239a,58470ed2,1,1,True,True,1.0,215,144,0,0.6697674418604651,4,type_i,False,False
gemma4-e4b,add_all,0,20ad54df-84c3-455a-b38d-8b0daef94824,58bf7951,1,0,False,False,0.0,252,252,0,1.0,5,type_i,False,False
gemma4-e4b,add_all,0,babe21c7-0ebf-4ceb-95dc-32917a32ee87,58ef2f1c,1,0,False,False,0.0,232,232,0,1.0,5,type_i,False,False
gemma4-e4b,add_all,0,8ad5d679-ea17-41bf-833d-8bdaca193032,59524333,2,0,False,False,0.0,244,244,0,1.0,5,type_ii,False,False
gemma4-e4b,add_all,0,3f7eeacc-0d7c-4b04-9660-37f8844aa43d,5a4f22c0,1,1,True,True,1.0,213,141,0,0.6619718309859155,4,type_ii,False,False
gemma4-e4b,add_all,0,cb345cc4-5153-4115-81e5-33291bac222c,5a7937c8,3,0,False,False,0.0,235,235,0,1.0,5,type_i,False,False
gemma4-e4b,add_all,0,d49251b7-1f01-46b9-a047-741f6c04e6ab,5c40ec5b,1,0,False,False,0.0,229,229,0,1.0,5,type_ii,False,False
gemma4-e4b,add_all,0,9e3d2931-0418-4865-ab8a-c31bdc838784,5d3d2817,1,0,False,False,0.0,232,232,0,1.0,5,type_i,False,False
gemma4-e4b,add_all,0,93d29a0c-0115-4dfe-924e-117e5e338fd1,5e1b23de,1,1,True,True,1.0,234,180,0,0.7692307692307693,5,type_i,False,False
gemma4-e4b,add_all,0,634a1920-c77c-4e7b-b301-cacb917666d3,60036106,2,1,True,False,0.5,247,189,0,0.7651821862348178,5,type_i,False,False
gemma4-e4b,add_all,0,37a0ba87-1897-4f33-ada3-d58ff5f596cb,60159905,3,0,False,False,0.0,250,250,0,1.0,5,type_i,False,False
gemma4-e4b,add_all,0,31ebdf18-7459-4d9c-b880-6bef16d142a5,603deb26,2,1,True,False,0.5,235,152,0,0.6468085106382979,4,type_ii,False,False
gemma4-e4b,add_all,0,7d771ec0-87ae-4d7c-b8e5-baaab89cb7e3,60472f9c,3,0,False,False,0.0,216,216,0,1.0,5,type_i,False,False
gemma4-e4b,add_all,0,bf963217-c777-4aea-a601-c95effd1d599,6071bd76,2,2,True,True,1.0,241,105,0,0.43568464730290457,4,type_ii,False,False
gemma4-e4b,add_all,0,81ba1976-7100-4d39-a483-cb48513603e3,60bf93ed,1,0,False,False,0.0,239,239,0,1.0,5,type_i,False,False
gemma4-e4b,add_all,0,798ae51f-a000-43f9-9f7a-47d7df6dcb97,60d45044,1,0,False,False,0.0,227,227,0,1.0,5,type_i,False,False
gemma4-e4b,add_all,0,d5e104ee-06b3-4c1c-ad86-8644e115f67a,618f13b2,2,0,False,False,0.0,204,204,0,1.0,4,type_ii,False,False
gemma4-e4b,add_all,0,a3892f52-0def-4659-a85e-f493c2450f18,61f8c8f8,2,2,True,True,1.0,212,101,0,0.47641509433962265,4,type_i,False,False
gemma4-e4b,add_all,0,c43475b2-ecdd-45ce-9b36-a1f0e024fd1e,6222b6eb,1,0,False,False,0.0,247,247,0,1.0,5,type_i,False,False
gemma4-e4b,add_all,0,51d07a94-b968-49e1-9689-e28b4c0604f4,6456829e,2,1,True,False,0.5,221,180,0,0.8144796380090498,5,type_i,False,False
gemma4-e4b,add_all,0,3850d776-a843-4546-b887-31da0c15a62a,65240037,1,1,True,True,1.0,219,161,0,0.7351598173515982,4,type_i,False,False
gemma4-e4b,add_all,0,6b9598e8-30bb-46f8-9265-d59abe8b4185,6613b389,2,0,False,False,0.0,230,230,0,1.0,5,type_i,False,False
gemma4-e4b,add_all,0,51c7dc05-64f7-4198-905e-eff3a632da64,66f24dbb,2,1,True,False,0.5,218,172,0,0.7889908256880734,5,type_i,False,False
gemma4-e4b,add_all,0,efce50a8-08ba-4f7e-b173-11a88cfcde48,67e0d0f2,2,0,False,False,0.0,242,242,0,1.0,5,type_i,False,False
gemma4-e4b,add_all,0,460ad999-b0db-4b4d-8cf4-0add1eb6eb53,681a1674,2,0,False,False,0.0,250,250,0,1.0,5,type_i,False,False
gemma4-e4b,add_all,0,4234c816-43dc-4254-b3a0-5887afe6ce24,69fee5aa,2,0,False,False,0.0,250,250,0,1.0,5,type_ii,False,False
gemma4-e4b,add_all,0,dccf42f5-1ee0-4929-8730-42222c31ab9b,6a1eabeb,2,0,False,False,0.0,213,213,0,1.0,4,type_ii,False,False
gemma4-e4b,add_all,0,0fd9b158-3668-4ce1-bb79-24be5bfc9d9b,6a27ffc2,2,0,False,False,0.0,243,243,0,1.0,5,type_ii,False,False
gemma4-e4b,add_all,0,2fdfb742-09d2-4d91-84c7-f1e26976d4dd,6ade9755,1,0,False,False,0.0,248,248,0,1.0,6,type_i,False,False
gemma4-e4b,add_all,0,0d5cbabf-92af-4df5-bb36-cc21979fc666,6ae235be,1,1,True,True,1.0,204,144,0,0.7058823529411765,4,type_i,False,False
gemma4-e4b,add_all,0,4da624fc-1df9-48ed-b977-2c670998b8fb,6aeb4375,2,0,False,False,0.0,217,177,0,0.815668202764977,5,type_ii,False,False
gemma4-e4b,add_all,0,912dc568-1951-4019-83ff-a5a1d522d6a8,6b168ec8,1,0,False,False,0.0,218,218,0,1.0,5,type_i,False,False
gemma4-e4b,add_all,0,2acf5066-0e6c-423b-b7eb-b17530c4e078,6b7dfb22,5,0,False,False,0.0,221,221,0,1.0,5,type_i,False,False
